sensor_id,temperature,location,timestamp
160,20.58,outdoor,7/26/2022
161,96.82,outdoor,6/14/2022
162,76.7,living room,6/24/2022
163,40.77,living room,11/30/2022
164,8.98,living room,10/20/2022
165,42.55,outdoor,6/10/2022
166,2.27,kitchen,4/15/2022
167,63.1,kitchen,3/10/2022
168,48.62,living room,2/4/2022
169,36.39,living room,8/31/2022
170,67.45,bedroom,11/5/2022
171,13.66,living room,3/24/2022
172,70.14,outdoor,7/24/2022
173,0.0,kitchen,6/26/2022
174,38.5,outdoor,11/14/2022
175,66.67,kitchen,9/3/2022
176,33.04,outdoor,4/17/2022
177,73.75,bedroom,10/22/2022
178,-0.13,kitchen,8/16/2022
179,13.12,outdoor,6/21/2022
180,84.99,bedroom,7/3/2022
181,66.86,kitchen,10/19/2022
182,-4.54,outdoor,5/15/2022
183,99.35,kitchen,5/30/2022
184,72.56,kitchen,8/6/2022
185,18.04,bedroom,3/20/2022
186,-14.87,outdoor,1/30/2022
187,-15.24,kitchen,1/29/2022
188,8.84,kitchen,8/24/2022
189,79.78,bedroom,1/4/2022
190,40.21,bedroom,4/30/2022
191,7.23,living room,6/1/2022
192,79.75,bedroom,9/22/2022
193,77.38,bedroom,9/17/2022
194,72.83,outdoor,11/16/2022
195,-8.74,living room,2/13/2022
196,-19.08,living room,5/18/2022
197,52.64,outdoor,10/17/2022
198,49.58,kitchen,9/4/2022
199,-11.01,kitchen,10/28/2022
200,17.24,outdoor,8/11/2022
201,46.46,bedroom,6/21/2022
202,15.36,outdoor,9/30/2022
203,44.73,living room,3/22/2022
204,97.12,bedroom,9/4/2022
205,2.22,outdoor,8/15/2022
206,67.59,kitchen,9/5/2022
207,-12.79,living room,7/22/2022
208,72.42,kitchen,5/22/2022
209,29.35,kitchen,4/15/2022
210,86.11,kitchen,4/4/2022
211,74.99,living room,11/8/2022
212,55.48,kitchen,6/12/2022
213,45.01,bedroom,10/1/2022
214,8.27,outdoor,12/22/2022
215,16.05,living room,12/19/2022
216,38.42,outdoor,3/31/2022
217,-16.55,kitchen,9/21/2022
218,84.22,bedroom,9/26/2022
219,86.26,living room,4/30/2022
220,91.93,kitchen,6/22/2022
221,57.61,outdoor,3/24/2022
222,0.4,bedroom,5/30/2022
223,-8.46,kitchen,11/16/2022
224,48.7,outdoor,12/13/2022
225,18.35,outdoor,3/1/2022
226,30.18,kitchen,1/19/2022
227,43.44,kitchen,11/6/2022
228,97.8,bedroom,3/10/2022
229,-8.67,kitchen,9/20/2022
230,11.94,bedroom,1/29/2022
231,11.72,bedroom,7/17/2022
232,27.4,outdoor,7/23/2022
233,80.95,bedroom,11/3/2022
234,93.23,outdoor,8/14/2022
235,16.67,living room,5/10/2022
236,65.68,kitchen,1/10/2022
237,18.79,outdoor,11/11/2022
238,16.01,kitchen,12/29/2022
239,45.79,kitchen,5/16/2022
240,91.85,bedroom,1/29/2022
241,21.29,bedroom,11/15/2022
242,49.05,bedroom,5/22/2022
243,56.27,living room,4/2/2022
244,43.15,bedroom,9/24/2022
245,71.73,outdoor,9/6/2022
246,70.95,outdoor,2/8/2022
247,22.31,kitchen,4/14/2022
248,62.04,kitchen,9/9/2022
249,7.04,outdoor,7/23/2022
250,-15.96,kitchen,10/6/2022
251,96.16,living room,5/26/2022
252,32.02,outdoor,2/8/2022
253,-18.65,outdoor,11/26/2022
254,26.66,living room,3/2/2022
255,-7.02,bedroom,10/12/2022
256,84.33,bedroom,4/1/2022
257,92.15,bedroom,12/16/2022
258,30.92,bedroom,2/27/2022
259,12.96,living room,10/29/2022
260,80.67,living room,6/24/2022
261,-9.76,bedroom,4/13/2022
262,16.27,kitchen,6/3/2022
263,29.74,kitchen,7/8/2022
264,-11.06,bedroom,7/14/2022
265,35.65,outdoor,1/28/2022
266,0.9,living room,8/11/2022
267,-7.59,kitchen,3/21/2022
268,93.08,kitchen,2/5/2022
269,-17.34,outdoor,3/17/2022
270,18.73,kitchen,5/7/2022
271,66.62,kitchen,12/30/2022
272,53.95,outdoor,11/14/2022
273,22.37,living room,6/9/2022
274,-12.32,bedroom,3/29/2022
275,1.88,living room,5/10/2022
276,67.32,kitchen,3/9/2022
277,-12.37,living room,2/23/2022
278,79.12,kitchen,3/5/2022
279,22.19,outdoor,2/10/2022
280,65.22,living room,11/1/2022
281,-9.09,bedroom,12/14/2022
282,54.53,kitchen,3/18/2022
283,84.43,kitchen,1/16/2022
284,77.95,bedroom,7/29/2022
285,2.64,outdoor,4/24/2022
286,-5.95,kitchen,10/17/2022
287,82.98,bedroom,7/19/2022
288,-17.92,kitchen,2/25/2022
289,-4.66,kitchen,11/22/2022
290,28.62,living room,11/29/2022
291,41.72,living room,8/10/2022
292,24.39,bedroom,6/6/2022
293,27.28,kitchen,5/28/2022
294,94.99,kitchen,1/19/2022
295,56.51,outdoor,2/27/2022
296,77.74,outdoor,4/2/2022
297,24.84,bedroom,8/24/2022
298,-10.75,kitchen,9/10/2022
299,-5.37,living room,4/4/2022
300,87.79,living room,3/22/2022
301,79.36,outdoor,9/14/2022
302,60.91,outdoor,12/27/2022
303,-10.74,kitchen,10/1/2022
304,94.53,outdoor,7/22/2022
305,-12.99,living room,10/4/2022
306,48.41,bedroom,3/2/2022
307,49.95,bedroom,11/9/2022
308,83.56,living room,4/18/2022
309,49.29,kitchen,7/17/2022
310,88.59,living room,5/26/2022
311,-15.12,bedroom,4/8/2022
312,69.11,outdoor,12/21/2022
313,45.34,outdoor,11/17/2022
314,-16.58,kitchen,11/1/2022
315,47.43,living room,7/12/2022
316,-19.34,bedroom,5/25/2022
317,-18.36,bedroom,4/13/2022
318,1.11,kitchen,1/18/2022
319,55.05,bedroom,8/10/2022
320,30.64,outdoor,5/5/2022
321,33.24,living room,5/8/2022
322,26.3,bedroom,10/15/2022
323,73.96,outdoor,10/24/2022
324,8.77,living room,2/27/2022
325,93.3,bedroom,11/24/2022
326,29.84,bedroom,10/23/2022
327,67.6,kitchen,10/7/2022
328,69.98,living room,2/18/2022
329,39.51,outdoor,6/30/2022
330,-0.78,bedroom,12/27/2022
331,-12.3,kitchen,4/21/2022
332,74.47,bedroom,1/17/2022
333,57.12,bedroom,11/14/2022
334,82.08,outdoor,9/28/2022
335,-18.36,kitchen,9/23/2022
336,-16.72,living room,7/12/2022
337,-5.64,kitchen,3/3/2022
338,69.15,living room,11/2/2022
339,54.93,living room,3/16/2022
340,81.85,living room,2/22/2022
341,-0.91,bedroom,5/8/2022
342,29.21,bedroom,7/28/2022
343,78.4,bedroom,6/10/2022
344,24.04,outdoor,9/17/2022
345,-12.47,living room,10/18/2022
346,31.41,kitchen,11/22/2022
347,61.66,kitchen,12/24/2022
348,52.07,living room,3/26/2022
349,7.88,kitchen,3/21/2022
350,95.75,kitchen,1/31/2022
351,86.32,outdoor,11/4/2022
352,17.88,kitchen,12/8/2022
353,76.71,bedroom,1/26/2022
354,68.34,outdoor,4/9/2022
355,67.56,bedroom,1/29/2022
356,37.47,living room,1/27/2022
357,27.04,outdoor,1/24/2022
358,54.95,living room,6/23/2022
359,54.25,outdoor,12/18/2022
360,37.26,living room,9/20/2022
361,37.45,living room,4/10/2022
362,64.94,kitchen,5/15/2022
363,-4.03,bedroom,9/26/2022
364,-1.27,outdoor,10/30/2022
365,44.84,living room,8/19/2022
366,-3.56,living room,5/1/2022
367,28.12,kitchen,7/21/2022
368,-19.13,bedroom,12/3/2022
369,57.51,outdoor,9/20/2022
370,2.09,outdoor,9/15/2022
371,51.39,living room,6/30/2022
372,77.81,living room,11/28/2022
373,7.28,kitchen,1/7/2022
374,76.18,bedroom,10/27/2022
375,8.87,bedroom,1/9/2022
376,47.67,bedroom,10/7/2022
377,90.79,living room,10/19/2022
378,95.29,outdoor,8/17/2022
379,94.14,bedroom,1/3/2022
380,44.89,living room,6/14/2022
381,22.23,outdoor,5/27/2022
382,89.61,living room,7/21/2022
383,36.89,bedroom,12/16/2022
384,82.31,living room,4/12/2022
385,-7.09,kitchen,12/21/2022
386,53.47,kitchen,5/13/2022
387,18.17,kitchen,9/15/2022
388,88.07,bedroom,8/24/2022
389,70.43,kitchen,7/9/2022
390,-5.92,kitchen,10/11/2022
391,73.74,bedroom,6/28/2022
392,78.5,outdoor,7/15/2022
393,35.86,outdoor,7/4/2022
394,82.48,kitchen,12/30/2022
395,40.04,outdoor,12/21/2022
396,40.25,kitchen,4/17/2022
397,-17.98,bedroom,1/25/2022
398,56.52,kitchen,10/26/2022
399,90.26,bedroom,6/7/2022
400,74.55,living room,4/10/2022
401,-18.2,kitchen,2/21/2022
402,38.54,outdoor,10/20/2022
403,-10.79,outdoor,10/10/2022
404,-13.57,bedroom,11/24/2022
405,30.09,outdoor,10/13/2022
406,12.56,outdoor,3/5/2022
407,-15.53,bedroom,2/2/2022
408,87.83,outdoor,8/2/2022
409,65.24,living room,9/20/2022
410,38.91,bedroom,10/5/2022
411,-8.21,bedroom,9/14/2022
412,63.67,outdoor,4/24/2022
413,67.8,outdoor,6/11/2022
414,59.81,living room,6/26/2022
415,35.08,kitchen,11/20/2022
416,27.56,living room,1/8/2022
417,30.41,kitchen,7/17/2022
418,71.34,kitchen,1/19/2022
419,19.31,kitchen,8/2/2022
420,15.24,bedroom,3/30/2022
421,96.25,bedroom,5/19/2022
422,14.21,living room,6/30/2022
423,6.79,kitchen,10/14/2022
424,15.3,living room,2/1/2022
425,28.66,outdoor,1/9/2022
426,42.6,outdoor,8/14/2022
427,82.29,bedroom,3/8/2022
428,54.35,kitchen,8/29/2022
429,7.75,living room,11/24/2022
430,0.54,bedroom,6/12/2022
431,-4.78,living room,4/21/2022
432,-17.4,kitchen,4/19/2022
433,21.76,kitchen,9/2/2022
434,67.68,kitchen,7/26/2022
435,96.27,living room,10/11/2022
436,64.2,kitchen,6/12/2022
437,-9.58,kitchen,1/19/2022
438,-14.16,living room,10/21/2022
439,-13.04,bedroom,4/7/2022
440,74.96,outdoor,1/2/2022
441,-0.42,bedroom,3/18/2022
442,99.49,kitchen,5/1/2022
443,-16.87,living room,5/15/2022
444,4.8,kitchen,7/14/2022
445,87.08,bedroom,6/2/2022
446,41.3,bedroom,10/31/2022
447,54.7,outdoor,4/30/2022
448,39.17,outdoor,11/4/2022
449,48.86,outdoor,3/16/2022
450,23.51,outdoor,10/1/2022
451,77.58,bedroom,3/21/2022
452,-13.98,bedroom,8/26/2022
453,1.98,bedroom,5/24/2022
454,83.67,outdoor,7/25/2022
455,63.56,outdoor,8/25/2022
456,86.35,living room,1/20/2022
457,-15.71,bedroom,1/4/2022
458,-16.29,outdoor,11/24/2022
459,46.98,bedroom,4/10/2022
460,-5.0,living room,12/17/2022
461,35.78,outdoor,9/16/2022
462,95.73,kitchen,3/21/2022
463,15.13,outdoor,7/14/2022
464,41.86,living room,5/7/2022
465,99.71,outdoor,10/1/2022
466,50.25,kitchen,11/24/2022
467,-2.56,bedroom,4/7/2022
468,42.92,bedroom,8/27/2022
469,91.83,living room,11/12/2022
470,-8.42,living room,11/28/2022
471,90.29,bedroom,5/3/2022
472,40.09,outdoor,10/18/2022
473,-6.06,living room,7/21/2022
474,59.75,living room,10/30/2022
475,49.15,living room,11/13/2022
476,26.72,bedroom,3/22/2022
477,73.84,bedroom,11/5/2022
478,57.62,bedroom,9/26/2022
479,72.87,outdoor,2/22/2022
480,-5.85,bedroom,6/13/2022
481,56.23,living room,6/10/2022
482,-11.63,kitchen,3/2/2022
483,-18.67,kitchen,7/3/2022
484,34.27,living room,8/25/2022
485,-13.4,living room,1/8/2022
486,30.57,kitchen,9/2/2022
487,-15.53,outdoor,12/11/2022
488,9.78,kitchen,4/2/2022
489,90.9,bedroom,6/21/2022
490,-12.88,outdoor,12/27/2022
491,9.04,kitchen,9/13/2022
492,64.57,living room,1/12/2022
493,-18.63,kitchen,6/30/2022
494,36.1,kitchen,4/7/2022
495,76.19,kitchen,8/25/2022
496,37.24,bedroom,6/13/2022
497,4.75,outdoor,10/14/2022
498,85.63,kitchen,4/22/2022
499,20.75,outdoor,7/6/2022
500,58.76,living room,12/30/2022
501,98.67,outdoor,11/2/2022
502,84.61,living room,4/12/2022
503,48.31,kitchen,12/1/2022
504,-6.11,kitchen,3/24/2022
505,89.09,bedroom,8/9/2022
506,92.36,living room,3/23/2022
507,34.32,outdoor,5/6/2022
508,88.73,kitchen,7/29/2022
509,58.66,bedroom,4/24/2022
510,54.35,outdoor,3/12/2022
511,27.26,bedroom,3/24/2022
512,14.6,bedroom,10/23/2022
513,72.12,outdoor,7/1/2022
514,80.75,outdoor,8/11/2022
515,58.31,living room,9/6/2022
516,0.87,kitchen,9/8/2022
517,35.37,outdoor,8/22/2022
518,46.22,kitchen,1/17/2022
519,61.71,living room,10/28/2022
520,15.88,living room,7/31/2022
521,11.37,bedroom,3/26/2022
522,-12.87,kitchen,10/24/2022
523,49.24,outdoor,8/13/2022
524,61.35,bedroom,8/3/2022
525,23.52,outdoor,6/30/2022
526,94.96,outdoor,10/18/2022
527,4.52,living room,1/20/2022
528,0.74,bedroom,7/22/2022
529,-3.78,living room,8/17/2022
530,51.88,kitchen,2/16/2022
531,-18.32,outdoor,4/26/2022
532,65.72,outdoor,10/19/2022
533,-3.31,kitchen,9/3/2022
534,-2.25,outdoor,8/11/2022
535,89.87,bedroom,9/7/2022
536,50.59,bedroom,10/3/2022
537,-7.4,outdoor,12/4/2022
538,9.29,bedroom,11/18/2022
539,37.4,outdoor,12/13/2022
540,21.06,kitchen,7/21/2022
541,1.93,kitchen,1/2/2022
542,96.06,outdoor,7/22/2022
543,86.82,outdoor,7/26/2022
544,10.61,living room,7/13/2022
545,40.91,living room,4/24/2022
546,76.96,kitchen,4/12/2022
547,62.83,bedroom,3/7/2022
548,93.13,outdoor,7/2/2022
549,42.44,outdoor,6/3/2022
550,33.73,living room,1/17/2022
551,47.59,bedroom,2/17/2022
552,57.14,kitchen,6/10/2022
553,73.16,living room,5/22/2022
554,51.89,living room,8/16/2022
555,77.3,bedroom,9/8/2022
556,64.13,bedroom,2/24/2022
557,59.5,living room,6/9/2022
558,94.76,living room,3/11/2022
559,99.66,outdoor,1/7/2022
560,60.92,outdoor,7/23/2022
561,45.0,living room,9/22/2022
562,22.81,living room,7/25/2022
563,15.85,living room,1/16/2022
564,86.05,living room,1/18/2022
565,81.0,bedroom,1/21/2022
566,16.1,kitchen,3/9/2022
567,62.58,living room,4/11/2022
568,43.8,kitchen,3/31/2022
569,84.11,outdoor,11/2/2022
570,-18.07,outdoor,7/11/2022
571,45.67,outdoor,7/16/2022
572,20.27,outdoor,11/19/2022
573,8.4,kitchen,4/23/2022
574,8.5,kitchen,8/14/2022
575,90.42,bedroom,7/12/2022
576,42.79,bedroom,12/16/2022
577,90.28,kitchen,11/10/2022
578,9.8,outdoor,5/20/2022
579,15.78,bedroom,2/28/2022
580,97.76,outdoor,11/14/2022
581,0.57,living room,12/1/2022
582,50.14,outdoor,6/28/2022
583,93.76,bedroom,3/20/2022
584,38.54,kitchen,4/24/2022
585,57.57,living room,4/28/2022
586,-5.8,bedroom,3/24/2022
587,73.05,living room,8/4/2022
588,96.16,bedroom,4/23/2022
589,-13.56,kitchen,8/11/2022
590,9.83,bedroom,12/5/2022
591,34.04,bedroom,10/10/2022
592,60.0,kitchen,5/11/2022
593,8.85,bedroom,5/24/2022
594,95.65,kitchen,10/16/2022
595,25.03,bedroom,3/31/2022
596,69.34,kitchen,2/21/2022
597,-10.57,living room,4/21/2022
598,73.78,bedroom,11/17/2022
599,0.93,kitchen,10/11/2022
600,-9.12,bedroom,10/10/2022
601,-18.38,living room,5/2/2022
602,94.21,living room,7/27/2022
603,-10.57,living room,9/16/2022
604,92.71,kitchen,1/27/2022
605,16.13,outdoor,2/2/2022
606,-1.34,bedroom,9/30/2022
607,43.46,kitchen,4/17/2022
608,-5.43,kitchen,7/3/2022
609,25.65,outdoor,6/12/2022
610,-2.84,living room,12/1/2022
611,-4.59,outdoor,2/19/2022
612,47.21,living room,8/21/2022
613,-19.12,kitchen,6/19/2022
614,58.24,bedroom,3/28/2022
615,-8.6,living room,1/3/2022
616,83.38,outdoor,9/19/2022
617,27.27,living room,12/30/2022
618,40.67,bedroom,9/5/2022
619,91.47,bedroom,1/9/2022
620,95.81,kitchen,10/16/2022
621,30.92,bedroom,8/23/2022
622,73.53,living room,11/12/2022
623,37.2,outdoor,11/27/2022
624,71.35,outdoor,6/11/2022
625,-3.66,outdoor,1/19/2022
626,20.16,bedroom,5/27/2022
627,77.97,outdoor,6/29/2022
628,8.76,bedroom,12/4/2022
629,87.26,kitchen,6/6/2022
630,42.93,bedroom,12/22/2022
631,58.2,kitchen,9/15/2022
632,32.01,living room,4/27/2022
633,82.01,living room,8/20/2022
634,91.51,bedroom,2/3/2022
635,78.36,living room,5/28/2022
636,67.26,kitchen,5/25/2022
637,82.93,bedroom,12/28/2022
638,83.71,living room,10/24/2022
639,64.67,kitchen,8/20/2022
640,-18.58,kitchen,9/26/2022
641,47.41,bedroom,6/11/2022
642,5.33,kitchen,7/31/2022
643,-18.42,kitchen,3/24/2022
644,-8.05,living room,5/2/2022
645,93.05,kitchen,1/1/2022
646,1.1,bedroom,12/14/2022
647,45.58,bedroom,7/29/2022
648,32.93,kitchen,8/10/2022
649,37.97,outdoor,6/27/2022
650,13.97,kitchen,1/18/2022
651,62.88,living room,12/14/2022
652,76.19,bedroom,12/8/2022
653,5.89,bedroom,4/10/2022
654,-6.03,outdoor,6/19/2022
655,39.01,living room,2/13/2022
656,61.5,living room,9/27/2022
657,32.14,kitchen,7/2/2022
658,21.1,living room,10/31/2022
659,43.19,living room,2/22/2022
660,37.57,bedroom,2/12/2022
661,75.92,living room,3/22/2022
662,70.63,bedroom,8/31/2022
663,62.79,kitchen,6/20/2022
664,61.65,outdoor,4/5/2022
665,43.04,kitchen,10/16/2022
666,84.09,living room,7/13/2022
667,12.93,kitchen,10/4/2022
668,43.65,bedroom,5/12/2022
669,89.47,kitchen,3/14/2022
670,3.5,outdoor,5/16/2022
671,60.59,living room,12/8/2022
672,3.27,bedroom,2/13/2022
673,53.16,kitchen,7/15/2022
674,39.22,bedroom,12/16/2022
675,24.18,living room,6/11/2022
676,46.66,outdoor,2/8/2022
677,34.74,kitchen,5/1/2022
678,23.55,bedroom,9/3/2022
679,75.87,outdoor,11/5/2022
680,-14.39,bedroom,5/23/2022
681,-18.82,living room,3/8/2022
682,40.9,outdoor,5/25/2022
683,51.32,living room,1/16/2022
684,82.01,kitchen,9/9/2022
685,84.51,bedroom,6/6/2022
686,-19.77,kitchen,11/13/2022
687,50.27,bedroom,3/5/2022
688,19.04,bedroom,6/3/2022
689,2.69,bedroom,10/7/2022
690,85.8,bedroom,10/23/2022
691,52.06,bedroom,8/30/2022
692,79.19,kitchen,4/9/2022
693,3.87,living room,11/7/2022
694,39.48,living room,3/28/2022
695,20.36,living room,9/15/2022
696,13.63,kitchen,11/6/2022
697,92.45,kitchen,1/7/2022
698,-7.27,bedroom,6/25/2022
699,62.92,kitchen,4/1/2022
700,47.59,bedroom,8/13/2022
701,96.79,bedroom,3/8/2022
702,42.95,kitchen,7/30/2022
703,30.52,living room,12/14/2022
704,0.67,living room,9/28/2022
705,-9.08,bedroom,1/5/2022
706,94.39,living room,5/23/2022
707,-18.46,living room,11/16/2022
708,14.25,outdoor,8/21/2022
709,98.66,kitchen,11/21/2022
710,73.43,bedroom,11/16/2022
711,42.33,kitchen,2/16/2022
712,93.98,living room,11/5/2022
713,64.74,outdoor,4/18/2022
714,33.89,bedroom,12/1/2022
715,99.96,outdoor,6/14/2022
716,34.84,outdoor,1/11/2022
717,11.01,outdoor,8/3/2022
718,-12.76,kitchen,3/30/2022
719,35.59,living room,4/14/2022
720,-2.16,kitchen,2/3/2022
721,79.34,living room,6/21/2022
722,65.64,living room,6/10/2022
723,93.35,outdoor,8/1/2022
724,76.97,living room,9/16/2022
725,12.06,kitchen,11/28/2022
726,12.4,bedroom,12/1/2022
727,45.27,outdoor,5/1/2022
728,52.92,kitchen,12/27/2022
729,88.1,outdoor,4/5/2022
730,-7.74,kitchen,2/8/2022
731,61.8,living room,1/4/2022
732,-3.42,living room,10/24/2022
733,56.3,kitchen,6/27/2022
734,66.84,outdoor,1/1/2022
735,11.81,living room,11/22/2022
736,-15.19,living room,5/31/2022
737,76.1,outdoor,12/13/2022
738,33.54,kitchen,1/3/2022
739,21.55,living room,12/30/2022
740,38.48,living room,7/2/2022
741,-5.62,outdoor,6/28/2022
742,2.33,living room,3/22/2022
743,24.46,kitchen,4/30/2022
744,91.62,living room,4/8/2022
745,23.26,bedroom,7/6/2022
746,76.33,kitchen,3/17/2022
747,50.06,kitchen,7/11/2022
748,50.02,bedroom,3/6/2022
749,77.07,kitchen,12/9/2022
750,94.31,outdoor,6/14/2022
751,32.03,living room,3/25/2022
752,38.62,living room,2/25/2022
753,1.61,bedroom,7/3/2022
754,20.1,kitchen,11/12/2022
755,93.95,outdoor,8/9/2022
756,18.5,bedroom,5/27/2022
757,63.01,bedroom,3/7/2022
758,89.28,bedroom,10/12/2022
759,-5.99,living room,9/17/2022
760,18.84,bedroom,6/18/2022
761,71.88,bedroom,4/12/2022
762,59.19,living room,11/4/2022
763,49.74,kitchen,4/23/2022
764,-17.34,living room,3/23/2022
765,77.46,outdoor,3/10/2022
766,-1.28,kitchen,2/22/2022
767,-15.78,kitchen,7/24/2022
768,50.65,outdoor,12/13/2022
769,88.16,kitchen,6/4/2022
770,65.25,kitchen,10/6/2022
771,51.98,outdoor,10/19/2022
772,31.24,kitchen,6/25/2022
773,5.69,outdoor,11/29/2022
774,23.98,living room,4/10/2022
775,-0.74,living room,3/2/2022
776,70.52,outdoor,2/13/2022
777,44.6,outdoor,2/19/2022
778,19.76,outdoor,10/31/2022
779,95.4,living room,2/25/2022
780,52.7,outdoor,8/19/2022
781,-9.86,bedroom,11/13/2022
782,6.54,outdoor,6/15/2022
783,17.7,living room,6/18/2022
784,96.79,bedroom,10/8/2022
785,42.88,outdoor,9/9/2022
786,64.64,outdoor,1/11/2022
787,2.06,outdoor,11/1/2022
788,21.82,living room,8/8/2022
789,43.33,bedroom,8/17/2022
